name,rank,count,prop100k,cum_prop100k,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
FALATO,76208,235,0.09,85547.57,97.87,0.00,0.00,0.00,0.00,2.13
FALKENBURG,76208,235,0.09,85547.65,96.60,0.00,(S),0.00,(S),2.13
FARADAY,76208,235,0.09,85547.74,89.36,5.11,(S),(S),2.55,(S)
FARMEN,76208,235,0.09,85547.83,96.60,2.98,(S),0.00,0.00,(S)
FAUMUINA,76208,235,0.09,85547.91,4.68,(S),77.87,(S),13.19,3.83
FENSTEMAKER,76208,235,0.09,85548.00,97.02,0.00,(S),0.00,(S),2.13
FILBURN,76208,235,0.09,85548.09,97.45,(S),(S),(S),0.00,0.00
FIORUCCI,76208,235,0.09,85548.18,92.77,(S),0.00,0.00,(S),6.81
FLOROS,76208,235,0.09,85548.26,89.79,0.00,(S),(S),3.40,5.96
FORAL,76208,235,0.09,85548.35,94.47,0.00,(S),(S),(S),3.40
FRANCIOSI,76208,235,0.09,85548.44,94.47,0.00,(S),(S),2.13,(S)
FREDENDALL,76208,235,0.09,85548.52,96.60,0.00,(S),0.00,(S),(S)
FRERES,76208,235,0.09,85548.61,93.19,0.00,(S),0.00,(S),5.96
FUERSTENAU,76208,235,0.09,85548.70,95.74,0.00,(S),(S),2.13,(S)
GALAZKA,76208,235,0.09,85548.79,98.30,(S),0.00,0.00,(S),0.00
GANSERT,76208,235,0.09,85548.87,97.02,(S),0.00,(S),(S),(S)
GERENCSER,76208,235,0.09,85548.96,96.17,(S),(S),0.00,0.00,2.98
GORSKE,76208,235,0.09,85549.05,97.45,0.00,0.00,(S),(S),(S)
GOTTIER,76208,235,0.09,85549.13,97.02,(S),(S),0.00,(S),0.00
GRUENEBERG,76208,235,0.09,85549.22,95.32,(S),0.00,0.00,(S),3.40
GSCHWEND,76208,235,0.09,85549.31,95.74,(S),(S),0.00,(S),(S)
GURNETT,76208,235,0.09,85549.40,95.32,(S),0.00,(S),0.00,2.98
GUTHEIL,76208,235,0.09,85549.48,96.60,(S),2.13,0.00,0.00,(S)
GUZIAK,76208,235,0.09,85549.57,99.15,(S),0.00,0.00,0.00,(S)
HALLDORSON,76208,235,0.09,85549.66,98.30,(S),(S),(S),0.00,(S)
HALLSTED,76208,235,0.09,85549.74,99.57,(S),0.00,0.00,0.00,(S)
HAMANO,76208,235,0.09,85549.83,6.81,(S),87.66,0.00,4.26,(S)
HASELMAN,76208,235,0.09,85549.92,94.89,0.00,(S),(S),(S),2.55
HASENBANK,76208,235,0.09,85550.01,97.87,0.00,0.00,(S),(S),(S)
HASENOUR,76208,235,0.09,85550.09,99.57,0.00,0.00,0.00,(S),(S)
HAUMANN,76208,235,0.09,85550.18,94.47,0.00,(S),2.98,(S),(S)
HEISELMAN,76208,235,0.09,85550.27,95.32,0.00,(S),0.00,2.55,(S)
HERDRICH,76208,235,0.09,85550.35,98.72,0.00,(S),0.00,(S),0.00
HERGENROEDER,76208,235,0.09,85550.44,99.00,0.00,0.00,0.00,0.00,0.00
HEUBEL,76208,235,0.09,85550.53,94.47,(S),0.00,(S),2.55,(S)
HINKER,76208,235,0.09,85550.62,99.57,(S),0.00,0.00,0.00,(S)
HIVES,76208,235,0.09,85550.70,11.91,85.53,0.00,0.00,(S),(S)
HOA,76208,235,0.09,85550.79,2.98,(S),87.23,(S),3.83,5.53
HOESCH,76208,235,0.09,85550.88,96.60,(S),0.00,0.00,(S),(S)
HOKKANEN,76208,235,0.09,85550.96,99.15,0.00,0.00,0.00,(S),(S)
HOLSING,76208,235,0.09,85551.05,97.45,(S),0.00,(S),(S),0.00
HORRIDGE,76208,235,0.09,85551.14,95.74,0.00,(S),(S),2.13,(S)
HOSFELD,76208,235,0.09,85551.22,97.45,0.00,0.00,0.00,(S),(S)
HYLANDER,76208,235,0.09,85551.31,94.89,(S),(S),0.00,2.13,2.55
INIGO,76208,235,0.09,85551.40,7.23,(S),37.45,0.00,(S),54.04
JASKULA,76208,235,0.09,85551.49,96.60,0.00,0.00,0.00,0.00,3.40
JUPP,76208,235,0.09,85551.57,91.06,0.00,(S),(S),(S),5.53
KARANJA,76208,235,0.09,85551.66,3.40,86.81,(S),0.00,8.09,(S)
KAUSAR,76208,235,0.09,85551.75,(S),(S),86.38,0.00,10.64,0.00
KEATE,76208,235,0.09,85551.83,98.72,0.00,(S),0.00,0.00,(S)
KEILER,76208,235,0.09,85551.92,86.38,11.49,0.00,0.00,(S),(S)
KERMANI,76208,235,0.09,85552.01,74.47,(S),13.19,(S),8.94,(S)
KIDNER,76208,235,0.09,85552.10,97.87,(S),(S),0.00,0.00,(S)
KIMBROW,76208,235,0.09,85552.18,62.98,28.94,2.55,0.00,2.98,2.55
KINANE,76208,235,0.09,85552.27,95.74,0.00,(S),0.00,(S),2.55
KOESTERER,76208,235,0.09,85552.36,98.72,0.00,(S),0.00,0.00,(S)
KOLESKI,76208,235,0.09,85552.44,93.19,(S),(S),0.00,2.55,2.55
KOLSON,76208,235,0.09,85552.53,95.32,(S),(S),0.00,(S),(S)
KOPAC,76208,235,0.09,85552.62,97.45,0.00,0.00,0.00,(S),(S)
KRANITZ,76208,235,0.09,85552.71,95.32,(S),(S),(S),(S),(S)
KRONEWITTER,76208,235,0.09,85552.79,98.72,0.00,0.00,(S),(S),0.00
KRUMREI,76208,235,0.09,85552.88,93.62,(S),0.00,2.55,2.55,(S)
KUPETZ,76208,235,0.09,85552.97,98.72,0.00,0.00,0.00,(S),(S)
KURTTI,76208,235,0.09,85553.05,95.32,(S),0.00,(S),2.98,(S)
KUSSMAUL,76208,235,0.09,85553.14,97.87,(S),0.00,0.00,0.00,(S)
LAICH,76208,235,0.09,85553.23,99.15,0.00,0.00,0.00,(S),(S)
LAKOTA,76208,235,0.09,85553.32,83.40,(S),0.00,11.91,2.55,(S)
LAMARRA,76208,235,0.09,85553.40,93.19,2.13,(S),(S),0.00,2.98
LANDAZURI,76208,235,0.09,85553.49,11.91,(S),(S),0.00,0.00,87.23
LANDICHO,76208,235,0.09,85553.58,6.81,(S),84.68,(S),4.68,3.40
LEOMBRUNO,76208,235,0.09,85553.66,97.45,0.00,0.00,0.00,(S),(S)
LEWSADER,76208,235,0.09,85553.75,95.32,(S),(S),0.00,(S),2.13
LILLISTON,76208,235,0.09,85553.84,65.96,32.34,(S),0.00,0.00,(S)
LIMKE,76208,235,0.09,85553.93,98.30,0.00,0.00,(S),0.00,(S)
LONGYEAR,76208,235,0.09,85554.01,97.02,0.00,0.00,(S),(S),(S)
LOVASCO,76208,235,0.09,85554.10,98.72,0.00,(S),0.00,0.00,(S)
LULOFF,76208,235,0.09,85554.19,96.17,(S),(S),0.00,(S),(S)
MACGEORGE,76208,235,0.09,85554.27,95.74,0.00,0.00,0.00,2.13,2.13
MARSCHEL,76208,235,0.09,85554.36,98.30,(S),0.00,0.00,0.00,(S)
MARSEGLIA,76208,235,0.09,85554.45,99.15,0.00,0.00,(S),0.00,(S)
MASKO,76208,235,0.09,85554.54,95.32,(S),(S),0.00,(S),2.13
MATTESSICH,76208,235,0.09,85554.62,95.32,(S),0.00,0.00,(S),4.26
MAZONE,76208,235,0.09,85554.71,44.26,48.09,0.00,0.00,2.98,4.68
MCCLISTER,76208,235,0.09,85554.80,94.89,(S),0.00,(S),(S),(S)
MCCURRIE,76208,235,0.09,85554.88,66.81,30.64,(S),0.00,(S),2.13
MCKISSON,76208,235,0.09,85554.97,88.94,7.23,(S),0.00,(S),(S)
MCLEER,76208,235,0.09,85555.06,99.00,0.00,0.00,0.00,0.00,0.00
MEDIANO,76208,235,0.09,85555.15,11.91,(S),5.11,(S),0.00,81.70
MEITNER,76208,235,0.09,85555.23,96.17,(S),0.00,(S),(S),(S)
MERL,76208,235,0.09,85555.32,88.09,6.81,(S),0.00,(S),2.98
MIRICH,76208,235,0.09,85555.41,94.89,(S),(S),0.00,2.13,2.13
MIZHQUIRI,76208,235,0.09,85555.49,3.83,(S),0.00,0.00,(S),95.74
MOATE,76208,235,0.09,85555.58,77.87,15.32,(S),(S),4.68,0.00
MONAGAN,76208,235,0.09,85555.67,58.30,39.57,0.00,0.00,2.13,0.00
MONTICELLI,76208,235,0.09,85555.75,94.04,(S),0.00,0.00,(S),4.68
MUHAMAD,76208,235,0.09,85555.84,5.96,51.91,18.30,(S),21.28,(S)
MUNCHEL,76208,235,0.09,85555.93,98.72,(S),0.00,0.00,0.00,(S)
NAGAOKA,76208,235,0.09,85556.02,6.81,0.00,82.55,0.00,8.51,2.13
NARDULLI,76208,235,0.09,85556.10,98.30,(S),0.00,0.00,0.00,(S)
NIESSEN,76208,235,0.09,85556.19,97.45,0.00,(S),(S),(S),(S)
NYTES,76208,235,0.09,85556.28,97.87,0.00,0.00,0.00,0.00,2.13
OLECHOWSKI,76208,235,0.09,85556.36,97.87,0.00,0.00,0.00,(S),(S)
ORGAIN,76208,235,0.09,85556.45,72.77,23.40,(S),0.00,(S),2.13
PABICH,76208,235,0.09,85556.54,94.89,(S),0.00,0.00,3.40,(S)
PALDINO,76208,235,0.09,85556.63,95.32,(S),0.00,0.00,(S),3.83
PEARROW,76208,235,0.09,85556.71,97.02,(S),(S),0.00,(S),0.00
PECSON,76208,235,0.09,85556.80,5.96,(S),82.55,(S),8.09,2.55
PETRIZZI,76208,235,0.09,85556.89,98.72,(S),0.00,0.00,(S),(S)
PHILPS,76208,235,0.09,85556.97,63.40,27.23,(S),0.00,(S),7.66
PIAS,76208,235,0.09,85557.06,78.30,(S),9.79,(S),2.98,8.51
PINTI,76208,235,0.09,85557.15,97.45,(S),0.00,0.00,(S),(S)
PIRC,76208,235,0.09,85557.24,96.60,0.00,(S),0.00,(S),2.55
POLOMSKY,76208,235,0.09,85557.32,98.72,0.00,0.00,0.00,(S),(S)
PRAYLOW,76208,235,0.09,85557.41,(S),95.32,0.00,0.00,(S),(S)
PULCHER,76208,235,0.09,85557.50,87.66,5.53,(S),(S),2.13,2.98
QUERIDO,76208,235,0.09,85557.58,39.57,(S),42.98,(S),8.09,8.51
RACELIS,76208,235,0.09,85557.67,11.06,(S),75.32,2.98,8.09,(S)
RAPERT,76208,235,0.09,85557.76,98.72,0.00,0.00,(S),(S),0.00
RAUHAUSER,76208,235,0.09,85557.85,98.30,(S),(S),0.00,(S),0.00
REDFOOT,76208,235,0.09,85557.93,77.87,(S),0.00,19.57,(S),0.00
RESSE,76208,235,0.09,85558.02,57.87,34.47,(S),(S),2.13,4.68
REUSCHER,76208,235,0.09,85558.11,97.87,0.00,(S),(S),0.00,(S)
REVAY,76208,235,0.09,85558.19,93.19,0.00,(S),5.11,(S),0.00
RODERIQUE,76208,235,0.09,85558.28,83.83,8.51,(S),(S),3.83,2.55
RODIL,76208,235,0.09,85558.37,11.91,(S),58.30,(S),4.26,25.11
RONO,76208,235,0.09,85558.46,42.13,14.89,24.26,(S),(S),14.47
ROSELLA,76208,235,0.09,85558.54,93.19,(S),0.00,(S),(S),4.68
RUB,76208,235,0.09,85558.63,89.79,(S),(S),(S),(S),6.81
RUBENFELD,76208,235,0.09,85558.72,96.17,(S),(S),0.00,0.00,2.13
RUNKE,76208,235,0.09,85558.80,94.04,(S),(S),0.00,2.55,(S)
RUTHFORD,76208,235,0.09,85558.89,88.09,5.53,2.13,(S),(S),(S)
SAELI,76208,235,0.09,85558.98,94.47,(S),2.13,0.00,2.13,(S)
SAGUCIO,76208,235,0.09,85559.07,4.26,(S),81.70,(S),10.64,2.55
SALANGA,76208,235,0.09,85559.15,5.53,0.00,75.74,0.00,11.06,7.66
SCARAMELLA,76208,235,0.09,85559.24,95.32,0.00,0.00,(S),(S),2.55
SEABERT,76208,235,0.09,85559.33,95.74,(S),(S),(S),(S),(S)
SEBENS,76208,235,0.09,85559.41,98.30,0.00,0.00,(S),(S),(S)
SEY,76208,235,0.09,85559.50,37.87,36.60,18.72,(S),4.68,(S)
SHANON,76208,235,0.09,85559.59,57.87,32.34,(S),(S),2.55,4.26
SHUN,76208,235,0.09,85559.68,31.06,3.40,57.02,0.00,4.68,3.83
SICH,76208,235,0.09,85559.76,91.06,(S),4.26,0.00,(S),2.98
SICIGNANO,76208,235,0.09,85559.85,98.30,(S),0.00,0.00,0.00,(S)
SILLARS,76208,235,0.09,85559.94,94.89,(S),(S),0.00,2.13,2.55
SIVERT,76208,235,0.09,85560.02,97.02,(S),(S),0.00,(S),(S)
SLOTKIN,76208,235,0.09,85560.11,97.02,0.00,(S),0.00,(S),(S)
SOUS,76208,235,0.09,85560.20,36.17,0.00,45.11,0.00,7.66,11.06
SRIDHARAN,76208,235,0.09,85560.28,(S),0.00,95.74,0.00,2.98,(S)
STADING,76208,235,0.09,85560.37,96.17,0.00,(S),2.13,(S),0.00
STAINE,76208,235,0.09,85560.46,20.85,65.11,0.00,0.00,4.26,9.79
STANE,76208,235,0.09,85560.55,90.21,2.98,(S),(S),3.83,(S)
STATHAS,76208,235,0.09,85560.63,94.47,(S),0.00,(S),(S),2.98
STOLEN,76208,235,0.09,85560.72,94.89,0.00,(S),(S),(S),2.55
STREMPEL,76208,235,0.09,85560.81,98.72,0.00,(S),0.00,(S),(S)
STRUS,76208,235,0.09,85560.89,96.17,0.00,(S),(S),(S),(S)
SUNDGREN,76208,235,0.09,85560.98,95.74,(S),0.00,(S),(S),(S)
SUNDWALL,76208,235,0.09,85561.07,96.17,0.00,(S),(S),(S),(S)
SUTARIA,76208,235,0.09,85561.16,(S),(S),94.04,0.00,4.26,0.00
SVEDA,76208,235,0.09,85561.24,99.15,0.00,(S),0.00,(S),0.00
SWERDLOFF,76208,235,0.09,85561.33,96.60,(S),0.00,(S),(S),(S)
SZYMKOWSKI,76208,235,0.09,85561.42,97.02,(S),0.00,0.00,2.13,(S)
SZYMONIAK,76208,235,0.09,85561.50,97.45,(S),0.00,0.00,(S),(S)
TAULMAN,76208,235,0.09,85561.59,95.32,(S),(S),(S),(S),(S)
TEACHWORTH,76208,235,0.09,85561.68,94.47,(S),0.00,(S),(S),3.40
TECKLENBURG,76208,235,0.09,85561.77,97.02,(S),(S),0.00,0.00,2.55
TENDICK,76208,235,0.09,85561.85,97.45,0.00,0.00,(S),(S),(S)
THORSELL,76208,235,0.09,85561.94,96.60,0.00,0.00,(S),2.13,(S)
THYFAULT,76208,235,0.09,85562.03,93.19,0.00,(S),(S),(S),2.13
TOEPPER,76208,235,0.09,85562.11,99.15,(S),0.00,0.00,0.00,(S)
TURON,76208,235,0.09,85562.20,90.64,(S),(S),0.00,2.13,6.38
UR,76208,235,0.09,85562.29,83.40,0.00,10.21,(S),(S),4.26
URISH,76208,235,0.09,85562.38,99.00,0.00,0.00,0.00,0.00,0.00
VANDEL,76208,235,0.09,85562.46,90.64,(S),0.00,4.68,(S),2.55
VANDEWEGHE,76208,235,0.09,85562.55,95.74,(S),(S),(S),(S),2.13
VARNEDOE,76208,235,0.09,85562.64,72.77,24.68,(S),0.00,(S),(S)
VERGONA,76208,235,0.09,85562.72,98.30,(S),0.00,0.00,0.00,(S)
VERPLANK,76208,235,0.09,85562.81,98.30,0.00,0.00,0.00,(S),(S)
VIDRA,76208,235,0.09,85562.90,96.60,(S),(S),0.00,0.00,2.55
VIX,76208,235,0.09,85562.99,94.47,(S),(S),0.00,(S),2.98
VOJTECH,76208,235,0.09,85563.07,89.79,(S),2.13,(S),2.55,4.26
WALLET,76208,235,0.09,85563.16,86.38,5.11,(S),3.40,2.55,(S)
WAYMER,76208,235,0.09,85563.25,5.11,90.21,(S),0.00,(S),3.40
WEBBS,76208,235,0.09,85563.33,20.43,77.45,0.00,0.00,(S),(S)
WEISEND,76208,235,0.09,85563.42,94.04,0.00,3.40,(S),(S),(S)
WELTI,76208,235,0.09,85563.51,92.34,(S),(S),0.00,2.13,4.26
WHIMS,76208,235,0.09,85563.60,80.00,15.32,0.00,0.00,4.68,0.00
WHITESTONE,76208,235,0.09,85563.68,86.81,7.66,0.00,(S),2.55,(S)
WOLDU,76208,235,0.09,85563.77,3.40,83.83,(S),0.00,11.49,(S)
YEICH,76208,235,0.09,85563.86,97.02,0.00,(S),0.00,(S),(S)
YOWLER,76208,235,0.09,85563.94,95.74,0.00,0.00,(S),2.98,(S)
ZABLAN,76208,235,0.09,85564.03,9.79,0.00,68.51,0.00,13.62,8.09
ZEIHER,76208,235,0.09,85564.12,97.02,(S),0.00,0.00,0.00,(S)
ZIRPOLO,76208,235,0.09,85564.20,95.74,(S),0.00,0.00,(S),3.83
ZISKIND,76208,235,0.09,85564.29,95.74,(S),0.00,0.00,(S),2.13
ZIVIC,76208,235,0.09,85564.38,96.60,(S),0.00,0.00,(S),(S)
ZUBRZYCKI,76208,235,0.09,85564.47,97.45,0.00,0.00,(S),(S),(S)
ZUEHL,76208,235,0.09,85564.55,99.15,(S),0.00,0.00,0.00,(S)
AGTARAP,76465,234,0.09,85564.64,5.98,(S),86.32,(S),5.13,(S)
AIONA,76465,234,0.09,85564.73,14.10,(S),50.00,(S),31.20,4.27
ALDAG,76465,234,0.09,85564.81,94.44,0.00,(S),(S),(S),2.56
ALECKSON,76465,234,0.09,85564.90,97.86,0.00,(S),0.00,0.00,(S)
ALLERDING,76465,234,0.09,85564.99,95.73,(S),0.00,0.00,3.85,(S)
ALMBERG,76465,234,0.09,85565.07,98.29,0.00,0.00,(S),(S),(S)
ALMOS,76465,234,0.09,85565.16,64.96,(S),2.99,2.14,(S),27.35
APLAND,76465,234,0.09,85565.25,94.44,0.00,2.56,0.00,(S),(S)
AREIZAGA,76465,234,0.09,85565.33,9.83,(S),(S),0.00,(S),88.03
AUCKLAND,76465,234,0.09,85565.42,95.73,(S),0.00,0.00,(S),2.99
AXMAN,76465,234,0.09,85565.51,97.01,(S),(S),0.00,(S),(S)
BADAR,76465,234,0.09,85565.59,40.17,(S),52.56,(S),3.85,2.56
BAENEN,76465,234,0.09,85565.68,96.15,(S),(S),(S),(S),(S)
BALLAH,76465,234,0.09,85565.77,56.84,41.45,(S),0.00,(S),0.00
BALLOT,76465,234,0.09,85565.85,44.44,4.27,(S),49.15,(S),0.00
BAMMER,76465,234,0.09,85565.94,96.15,(S),(S),(S),0.00,(S)
BARSS,76465,234,0.09,85566.03,97.01,0.00,0.00,(S),(S),0.00
BELMONTEZ,76465,234,0.09,85566.11,7.26,(S),0.00,2.56,(S),89.32
BERGDORF,76465,234,0.09,85566.20,96.58,0.00,(S),0.00,2.14,(S)
BERTOVICH,76465,234,0.09,85566.29,99.00,0.00,0.00,0.00,0.00,0.00
BEYALE,76465,234,0.09,85566.38,2.99,0.00,(S),95.30,0.00,(S)
BHAN,76465,234,0.09,85566.46,8.55,3.42,70.51,(S),15.81,(S)
BITTLER,76465,234,0.09,85566.55,94.02,0.00,(S),(S),(S),(S)
BIVANS,76465,234,0.09,85566.64,76.07,17.95,(S),0.00,(S),5.13
BLACKEY,76465,234,0.09,85566.72,88.89,6.41,(S),0.00,3.42,(S)
BOGUSZEWSKI,76465,234,0.09,85566.81,96.58,(S),0.00,0.00,(S),(S)
BOLLICH,76465,234,0.09,85566.90,94.87,0.00,(S),(S),2.56,(S)
BONATO,76465,234,0.09,85566.98,93.59,0.00,(S),0.00,(S),3.85
BRANDOLINO,76465,234,0.09,85567.07,95.73,(S),0.00,0.00,(S),2.56
BRINT,76465,234,0.09,85567.16,84.62,11.97,0.00,(S),(S),2.14
BRODELL,76465,234,0.09,85567.24,95.30,0.00,(S),0.00,(S),3.85
BRUSA,76465,234,0.09,85567.33,90.17,0.00,(S),(S),(S),7.26
BUCHINSKY,76465,234,0.09,85567.42,99.15,0.00,0.00,0.00,(S),(S)
BUNZEL,76465,234,0.09,85567.50,92.74,0.00,(S),(S),(S),4.27
BURGSTAHLER,76465,234,0.09,85567.59,99.15,(S),0.00,0.00,0.00,(S)
CANTUA,76465,234,0.09,85567.68,22.22,0.00,0.00,(S),(S),75.21
CARLETTI,76465,234,0.09,85567.76,91.88,(S),0.00,(S),(S),5.13
CASTIBLANCO,76465,234,0.09,85567.85,8.12,0.00,0.00,0.00,0.00,91.88
CATMULL,76465,234,0.09,85567.94,97.44,0.00,(S),0.00,(S),(S)
CAUCHON,76465,234,0.09,85568.02,97.01,(S),0.00,0.00,(S),(S)
CELSO,76465,234,0.09,85568.11,63.25,(S),13.68,(S),3.42,19.23
CHADSEY,76465,234,0.09,85568.20,98.29,0.00,0.00,0.00,(S),(S)
CHAVIES,76465,234,0.09,85568.28,41.45,51.71,(S),(S),(S),2.99
CHEATEM,76465,234,0.09,85568.37,3.42,91.45,0.00,(S),2.56,(S)
CHRISTOPHEL,76465,234,0.09,85568.46,95.73,(S),(S),0.00,0.00,2.14
CHRONOWSKI,76465,234,0.09,85568.54,98.29,0.00,(S),0.00,(S),0.00
CIARLEGLIO,76465,234,0.09,85568.63,99.15,0.00,0.00,0.00,(S),(S)
CONZEMIUS,76465,234,0.09,85568.72,97.86,0.00,(S),0.00,(S),(S)
CRANDON,76465,234,0.09,85568.80,57.69,34.62,0.00,0.00,2.56,5.13
DAD,76465,234,0.09,85568.89,13.68,5.13,70.09,(S),5.98,(S)
DEBIE,76465,234,0.09,85568.98,89.32,(S),3.85,(S),2.99,2.14
DEQUATTRO,76465,234,0.09,85569.06,96.15,0.00,(S),0.00,2.14,(S)
DESSART,76465,234,0.09,85569.15,91.88,0.00,(S),6.41,(S),0.00
DEVOSE,76465,234,0.09,85569.24,6.41,91.45,0.00,0.00,(S),(S)
DEVRIENDT,76465,234,0.09,85569.32,96.58,(S),0.00,0.00,2.14,(S)
DIDAS,76465,234,0.09,85569.41,97.86,(S),0.00,(S),(S),(S)
DIRECTO,76465,234,0.09,85569.50,8.55,0.00,65.81,0.00,13.68,11.97
DONNINI,76465,234,0.09,85569.58,94.44,0.00,(S),0.00,(S),3.42
DUSTER,76465,234,0.09,85569.67,76.07,21.37,2.14,0.00,(S),(S)
EBACH,76465,234,0.09,85569.76,99.00,0.00,0.00,0.00,0.00,0.00
ECHTERNACH,76465,234,0.09,85569.84,97.86,0.00,(S),0.00,(S),(S)
EGEBERG,76465,234,0.09,85569.93,97.01,0.00,(S),0.00,(S),(S)
EHNES,76465,234,0.09,85570.02,96.15,(S),(S),0.00,0.00,2.56
EHRLE,76465,234,0.09,85570.10,96.58,0.00,(S),(S),(S),2.14
EISENBEISZ,76465,234,0.09,85570.19,97.01,0.00,0.00,(S),2.56,(S)
EKAS,76465,234,0.09,85570.28,97.86,(S),(S),0.00,(S),(S)
ER,76465,234,0.09,85570.37,55.13,8.12,20.94,0.00,10.26,5.56
ESHOO,76465,234,0.09,85570.45,90.17,0.00,(S),0.00,6.41,(S)
ESTEN,76465,234,0.09,85570.54,91.88,2.56,(S),(S),2.14,2.14
FLATOW,76465,234,0.09,85570.63,97.44,(S),(S),0.00,(S),(S)
FROSSARD,76465,234,0.09,85570.71,93.16,(S),0.00,(S),2.99,2.56
FRUCCI,76465,234,0.09,85570.80,97.44,0.00,(S),0.00,(S),(S)
FULSON,76465,234,0.09,85570.89,19.66,70.94,(S),(S),4.70,2.99
GARCEA,76465,234,0.09,85570.97,64.96,(S),0.00,(S),(S),32.91
GARIBO,76465,234,0.09,85571.06,(S),(S),0.00,(S),0.00,97.86
GAZO,76465,234,0.09,85571.15,66.67,(S),5.13,0.00,(S),26.50
GERNHARDT,76465,234,0.09,85571.23,95.73,(S),(S),(S),(S),(S)
GISSEL,76465,234,0.09,85571.32,96.58,0.00,(S),0.00,(S),2.14
GLEITZ,76465,234,0.09,85571.41,94.87,0.00,(S),4.70,0.00,(S)
GNIEWEK,76465,234,0.09,85571.49,98.72,0.00,0.00,0.00,(S),(S)
GORST,76465,234,0.09,85571.58,95.73,0.00,2.56,(S),(S),(S)
GRINNAGE,76465,234,0.09,85571.67,4.70,84.62,(S),(S),5.98,3.85
GROCCIA,76465,234,0.09,85571.75,97.44,0.00,(S),0.00,(S),(S)
GUENGERICH,76465,234,0.09,85571.84,97.01,(S),0.00,(S),0.00,2.56
HADNOTT,76465,234,0.09,85571.93,19.66,76.07,(S),0.00,(S),2.99
HAGMAIER,76465,234,0.09,85572.01,96.15,0.00,(S),0.00,(S),2.99
HAGUEWOOD,76465,234,0.09,85572.10,98.72,0.00,(S),(S),0.00,(S)
HANKA,76465,234,0.09,85572.19,97.86,0.00,(S),0.00,(S),0.00
HARGE,76465,234,0.09,85572.27,5.56,90.17,(S),0.00,2.56,(S)
HARROFF,76465,234,0.09,85572.36,97.86,0.00,(S),(S),(S),(S)
HARTRUM,76465,234,0.09,85572.45,99.00,0.00,0.00,0.00,0.00,0.00
HARTWAY,76465,234,0.09,85572.53,82.91,11.54,(S),0.00,3.85,(S)
HAYZLETT,76465,234,0.09,85572.62,97.01,(S),0.00,0.00,(S),(S)
HEAVER,76465,234,0.09,85572.71,96.15,(S),(S),0.00,(S),2.56
HEEN,76465,234,0.09,85572.79,68.38,(S),15.38,(S),11.11,3.42
HEI,76465,234,0.09,85572.88,68.38,0.00,28.21,(S),2.56,(S)
HILLERICH,76465,234,0.09,85572.97,92.31,(S),(S),0.00,3.85,(S)
HILLNER,76465,234,0.09,85573.05,97.44,(S),(S),0.00,(S),(S)
HOLKER,76465,234,0.09,85573.14,96.58,(S),0.00,(S),0.00,(S)
HUESKE,76465,234,0.09,85573.23,95.73,0.00,(S),(S),(S),2.14
HUFFHINES,76465,234,0.09,85573.31,97.01,0.00,0.00,0.00,(S),(S)
HURTE,76465,234,0.09,85573.40,51.28,41.03,(S),(S),2.99,3.42
HUTCHCROFT,76465,234,0.09,85573.49,96.58,0.00,(S),0.00,(S),(S)
IBBETSON,76465,234,0.09,85573.57,98.72,0.00,0.00,0.00,(S),(S)
ILLUZZI,76465,234,0.09,85573.66,97.86,0.00,(S),0.00,0.00,(S)
ITRI,76465,234,0.09,85573.75,97.44,(S),0.00,0.00,(S),(S)
JERIDO,76465,234,0.09,85573.83,(S),97.01,0.00,0.00,(S),0.00
KADERLY,76465,234,0.09,85573.92,92.74,(S),0.00,0.00,(S),6.84
KAING,76465,234,0.09,85574.01,5.56,5.56,82.91,(S),4.27,(S)
KALKSTEIN,76465,234,0.09,85574.10,96.15,(S),0.00,0.00,2.14,(S)
KALOS,76465,234,0.09,85574.18,87.18,(S),(S),(S),4.70,5.56
KAPEL,76465,234,0.09,85574.27,94.87,(S),(S),(S),0.00,2.56
KARLSTAD,76465,234,0.09,85574.36,95.73,(S),0.00,(S),0.00,2.56
KEMPSTER,76465,234,0.09,85574.44,96.58,(S),(S),0.00,(S),(S)
KHATTAB,76465,234,0.09,85574.53,74.36,2.99,2.14,(S),18.38,(S)
KLEBS,76465,234,0.09,85574.62,97.01,(S),0.00,(S),(S),(S)
KONCZAK,76465,234,0.09,85574.70,88.46,0.00,(S),5.13,2.99,(S)
KONESKI,76465,234,0.09,85574.79,97.44,(S),0.00,0.00,(S),(S)
KOPA,76465,234,0.09,85574.88,89.32,(S),5.13,0.00,(S),3.42
KREIBICH,76465,234,0.09,85574.96,97.44,0.00,(S),0.00,(S),(S)
KUSMIERZ,76465,234,0.09,85575.05,94.02,0.00,(S),(S),(S),2.56
LATHROM,76465,234,0.09,85575.14,96.58,(S),(S),0.00,(S),2.14
LEFLEUR,76465,234,0.09,85575.22,84.62,11.54,0.00,(S),(S),(S)
LEIDICH,76465,234,0.09,85575.31,94.87,0.00,(S),0.00,(S),3.85
LEUTHNER,76465,234,0.09,85575.40,86.75,(S),(S),0.00,0.00,12.39
LEVITRE,76465,234,0.09,85575.48,99.15,(S),(S),0.00,0.00,0.00
LIEGL,76465,234,0.09,85575.57,97.44,0.00,(S),0.00,2.14,(S)
LILLIG,76465,234,0.09,85575.66,92.74,(S),(S),0.00,2.99,3.85
LIZARAZO,76465,234,0.09,85575.74,15.81,0.00,0.00,0.00,0.00,84.19
